1,2.6610250,2.6242760,2.7012740,0.4907675,0.4785490,0.4933681,,,,,,
1,2.6603190,2.6246610,2.7007000,0.4911136,0.4787216,0.4925841,,,,,,
1,2.6588240,2.6234140,2.6993730,0.4907824,0.4780662,0.4924988,,,,,,
1,2.6593590,2.6234960,2.7002140,0.4909006,0.4778042,0.4928816,,,,,,
1,2.6599180,2.6245270,2.7018760,0.4911553,0.4781739,0.4923389,,,,,,
1,2.6607130,2.6242780,2.7005930,0.4912516,0.4782521,0.4925644,,,,,,
1,2.6600790,2.6234790,2.6996370,0.4908446,0.4781620,0.4926641,,,,,,
1,2.6591100,2.6238360,2.6998830,0.4906552,0.4780388,0.4923748,,,,,,
1,2.6606780,2.6243410,2.7004300,0.4913352,0.4774227,0.4927595,,,,,,
1,2.6610250,2.6242760,2.7012740,0.4907675,0.4785490,0.4933681,,,,,,
1,2.6535080,2.6189270,2.6952690,0.6115847,0.5970140,0.6095109,,,,,,
1,2.6560900,2.6193060,2.6958860,0.6115017,0.5960048,0.6103757,,,,,,
1,2.6551850,2.6201710,2.6958620,0.6117206,0.5968010,0.6094408,,,,,,
1,2.6549370,2.6196180,2.6959000,0.6114231,0.5967827,0.6096965,,,,,,
1,2.6557880,2.6198760,2.6952170,0.6120566,0.5962501,0.6095838,,,,,,
1,2.6552320,2.6205710,2.6956420,0.6120045,0.5961067,0.6097577,,,,,,
1,2.6555190,2.6199500,2.6960130,0.6117751,0.5963824,0.6097241,,,,,,
1,2.6553800,2.6211870,2.6964680,0.6115075,0.5971830,0.6089038,,,,,,
1,2.6552400,2.6207780,2.6960970,0.6114631,0.5966644,0.6093523,,,,,,
1,2.6541090,2.6177000,2.6960320,0.6112516,0.5972841,0.6095978,,,,,,
1,2.6529490,2.6175020,2.6917550,0.6799970,0.6630695,0.6758840,,,,,,
1,2.6539470,2.6184600,2.6930900,0.6802169,0.6630145,0.6758427,,,,,,
1,2.6546460,2.6195460,2.6940690,0.6801607,0.6630943,0.6760761,,,,,,
1,2.6535760,2.6191660,2.6929640,0.6800552,0.6637426,0.6757043,,,,,,
1,2.6548400,2.6205610,2.6942370,0.6799366,0.6642037,0.6756256,,,,,,
1,2.6557500,2.6215060,2.6960750,0.6797796,0.6641113,0.6756669,,,,,,
1,2.6526860,2.6196270,2.6928550,0.6804986,0.6638437,0.6753921,,,,,,
1,2.6533930,2.6196080,2.6924570,0.6804592,0.6633366,0.6759489,,,,,,
1,2.6540180,2.6194070,2.6923620,0.6803204,0.6632937,0.6759761,,,,,,
1,2.6541600,2.6186700,2.6925200,0.6800834,0.6631575,0.6757772,,,,,,
1,2.6516320,2.6181000,2.6924590,0.7442518,0.7277177,0.7385438,,,,,,
1,2.6512180,2.6180530,2.6912950,0.7447775,0.7273625,0.7387410,,,,,,
1,2.6503450,2.6167020,2.6898260,0.7448472,0.7271636,0.7396483,,,,,,
1,2.6508340,2.6169070,2.6902930,0.7445992,0.7273633,0.7399066,,,,,,
1,2.6504280,2.6163990,2.6901590,0.7444701,0.7278600,0.7399503,,,,,,
1,2.6513110,2.6174850,2.6911840,0.7447671,0.7276557,0.7399828,,,,,,
1,2.6515680,2.6178530,2.6916330,0.7451041,0.7279310,0.7398077,,,,,,
1,2.6521780,2.6190330,2.6931820,0.7453230,0.7283805,0.7391569,,,,,,
1,2.6535150,2.6192570,2.6936020,0.7455138,0.7279445,0.7393124,,,,,,
1,2.6503400,2.6167130,2.6901600,0.7459358,0.7284408,0.7394889,,,,,,
1,2.6973220,2.6493260,2.6959520,0.4344140,0.4142901,0.4124829,,,,,,
1,2.6967930,2.6488610,2.6943070,0.4350086,0.4139784,0.4129565,,,,,,
1,2.6971420,2.6485010,2.6949200,0.4344819,0.4135517,0.4123409,,,,,,
1,2.6971970,2.6485990,2.6949380,0.4337505,0.4135587,0.4126464,,,,,,
1,2.6965650,2.6485510,2.6947510,0.4345582,0.4141480,0.4136380,,,,,,
1,2.6961840,2.6483840,2.6962250,0.4334154,0.4146245,0.4135129,,,,,,
1,2.6959670,2.6483920,2.6948970,0.4328751,0.4138973,0.4135326,,,,,,
1,2.6965620,2.6480190,2.6959780,0.4344367,0.4144415,0.4141197,,,,,,
1,2.6962260,2.6481790,2.6969420,0.4341586,0.4144010,0.4131020,,,,,,
1,2.6972680,2.6486630,2.6964950,0.4333051,0.4137648,0.4131066,,,,,,
1,2.6973650,2.6489820,2.6962560,0.4343351,0.4144157,0.4133662,,,,,,
1,2.6967130,2.6484030,2.6958080,0.4345100,0.4140275,0.4128283,,,,,,
